Content:,Emissions by country and main source category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compound:,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start year:,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End year:,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit:,Gg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Reference: European Commission, Joint Research Centre (EC-JRC)/Netherlands Environmental Assessment Agency (PBL). Emissions Database for Global Atmospheric Research (EDGAR), release EDGAR v5.0 (1970 - 2015) of November 2019.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"How to cite: Crippa, M., Oreggioni, G., Guizzardi, D., Muntean, M., Schaaf, E., Lo Vullo, E., Solazzo, E., Monforti-Ferrario, F., Olivier, J.G.J., Vignati, E., Fossil CO2 and GHG emissions of all world countries - 2019 Report, EUR 29849 EN, Publications Office of the European Union, Luxembourg, 2019, ISBN 978-92-76-11100-9, doi:10.2760/687800, JRC117610.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-Annex_I,Rest South America,CHL,Chile,1120.224401,1514.935322,1773.199849,1857.306699,1616.542905,1672.37122,1910.549288,1488.060999,1466.793897,1510.838404,1350.229917,1015.445424,914.2798703,867.84978,872.1919141,805.6533124,754.3687451,756.0929675,755.5008019,773.0409327,827.5285859,807.1588382,852.7885659,861.9494913,922.1516145,959.0272882,976.2424283,969.8221307,964.5474108,981.27386,988.4208961,998.3631526,995.7688414,996.9264754,1027.366449,1023.216339,1028.209244,1015.749699,1012.608222,1020.830205,923.0166295,970.6808271,993.7061741,970.3428783,958.816298,1005.374978,,
Non-Annex_I,Rest South America,COL,Colombia,1906.714538,2019.425401,2026.17042,2041.991164,2131.58963,2261.945811,2327.302658,2383.025181,2445.347119,2407.945789,2306.162568,2373.082623,2408.50343,2399.73121,2344.419537,2345.116811,2355.787,2386.823288,2380.156958,2396.503258,2516.187145,2502.056846,2568.097757,2660.648598,2586.884134,2669.631081,2641.552391,2755.886428,2782.338815,2627.563491,2661.381659,2662.718377,2687.660772,2702.464383,2702.783036,2744.691108,2781.847631,2841.200129,2902.009473,2964.449468,3064.336731,2982.090288,2915.081812,2867.582938,2826.048661,2813.146071,,
Non-Annex_I,Rest South America,ECU,Ecuador,443.5780217,339.8884553,359.3479724,492.1309128,494.3010711,489.1510175,513.026454,532.1130862,533.7984918,609.7836388,595.1864841,590.8590313,580.4824375,569.8510079,642.7684523,729.215229,829.8923779,630.2470875,886.340189,991.0882888,995.1950939,904.314696,937.7769618,1020.132231,998.4861977,1000.67983,1019.963364,967.5389041,853.6044786,811.3451197,701.9243923,753.28659,750.0001808,800.310086,848.2929346,812.9102172,810.4605795,806.0283688,817.9947824,866.8573556,901.1093795,875.5879656,865.5163117,871.5477177,894.1167859,881.1238621,,
Non-Annex_I,Rest South America,FLK,Falkland Islands (Malvinas),4.048568632,4.064838201,4.020787097,3.848104323,3.919845541,4.022591677,4.017305264,3.965361757,3.997711738,4.001114711,4.015009913,3.94592973,3.996117177,4.010927665,4.039556841,4.117862298,4.135711899,4.019491584,4.068922331,4.269470645,4.218165624,4.13447947,4.037615037,4.075847455,4.100690104,4.035935637,3.861201645,4.004409906,3.977627074,3.926808702,3.972883962,3.862937475,3.866902632,3.870448501,3.87080695,3.872096612,3.870769385,3.931098182,3.930632554,3.929830264,3.927404399,3.930713557,3.930999294,3.929418707,3.927132736,3.912258264,,
Non-Annex_I,Rest South America,GUF,French Guiana,0.683915407,0.706570022,0.716648894,0.746642705,0.741702056,0.763424623,0.783301824,0.86474895,0.937910986,1.077745475,1.169346593,1.346245578,1.471781973,1.742783716,1.98648984,2.148630928,2.418814045,2.571294974,2.611935082,2.799609418,3.200991852,3.419347422,3.347933186,3.22072763,3.36523825,3.424563251,3.656352277,3.813586945,3.831518768,3.643711033,3.87929772,3.896405028,3.989620049,3.846305376,4.419462587,4.609193082,4.672713909,4.253344645,4.199935988,4.408485013,4.427753346,4.491481012,4.835858139,4.965114906,5.032905078,5.203671801,,
Non-Annex_I,Rest South America,GUY,Guyana,71.53273944,67.45362199,57.42666915,62.85161515,73.12982866,80.64500178,63.55674986,77.64103773,67.78228302,52.29364871,54.83510478,51.34963902,54.49443155,45.36281518,50.97468733,42.77173338,44.54818374,41.02370463,40.76450917,39.2166805,33.18129195,42.08335438,45.16043347,50.77128572,49.33153496,57.84953219,57.49214459,58.20597735,53.11619175,57.43940905,47.43638176,49.65969718,45.05777661,50.97922652,47.58527171,44.77003878,43.70112742,44.85621134,48.19105951,49.88180877,51.65415396,54.63283238,55.44792397,61.33034898,66.60022236,68.18803677,,
Non-Annex_I,Rest South America,PER,Peru,873.2727304,831.3005578,807.6320034,831.1872707,885.6822306,797.0262673,842.7217427,861.0490431,815.2145229,800.6971848,733.9584403,734.2533075,717.9611671,715.6922631,724.7674409,705.6361855,706.0245092,752.7546095,738.2809212,740.4212573,706.4836217,690.7749867,699.9282617,714.9497138,740.6347106,757.2427635,759.7631862,770.1010125,778.3274239,796.3986442,787.7517063,789.4557051,803.9181609,817.7019318,813.9697473,851.7253067,854.1344292,876.3872178,863.6976531,903.1771947,966.9088381,1023.488649,1036.608694,1048.379816,1065.557606,1065.526864,,
Non-Annex_I,Rest South America,PRY,Paraguay,296.9827363,307.4498497,316.2898895,332.2183697,342.0659989,358.1642629,389.6630196,404.0203465,403.7440233,396.8614796,402.7433567,437.6894636,458.774298,472.6938038,489.4194847,508.0465648,514.694513,530.7007484,549.6853074,557.6995213,559.8726185,523.191183,539.5405659,582.7332884,609.9160664,649.8595273,648.4668841,652.5562847,652.0791012,637.6250696,641.1841399,652.9342633,621.2481692,672.6698502,646.9600416,660.6994646,711.1166021,779.0223684,804.4975563,877.422286,948.9093902,948.3653317,988.4074356,988.6588294,1047.410588,1019.600259,,
Non-Annex_I,Rest South America,SGS,South Georgia and the South Sandwich Islands,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
Non-Annex_I,Rest South America,SUR,Suriname,26.95383684,27.16733082,25.32982844,28.84082247,28.02324874,29.25938898,29.30738505,29.68043278,32.38147187,34.15816528,36.80657667,39.41829816,39.64522452,39.37128213,39.61275918,39.22319271,39.14079802,37.41889828,36.78241716,36.80403439,30.48824614,32.86416648,35.61336572,31.51944875,31.7921494,31.94872574,31.45677202,28.31109966,27.49363982,26.89698129,25.06774494,27.00377689,21.16833228,24.76949018,23.9365358,22.80626978,22.81948002,22.48397188,23.33128647,26.99133939,27.0078066,28.06157389,26.66570323,28.25411311,29.07562712,28.39231223,,
Non-Annex_I,Rest South America,URY,Uruguay,696.2981342,687.0826559,701.642808,734.1811249,774.4387236,821.3709108,772.7088035,769.3123174,775.0569599,809.7888168,892.866231,906.3244281,894.3728542,797.6151483,760.4307241,783.7262386,788.3191424,829.1933151,855.4983538,806.2803883,753.0889018,792.7816758,839.9490861,871.6261556,883.6030622,882.1755094,897.1181736,887.811405,869.2557717,878.7772835,863.3393455,866.2773916,904.4202498,931.5302008,962.1054817,972.824285,1002.516802,984.882832,1058.168992,1042.985273,994.3612285,992.4179848,958.3598988,955.8570777,1002.145553,1017.704947,,
Non-Annex_I,Rest South America,VEN,Venezuela,2627.710653,2422.946532,2251.372762,2326.749461,1934.050953,1424.300864,1477.084575,1502.354447,1478.588953,1566.302703,1569.300181,1566.37129,1563.530533,1557.404852,1606.677385,1609.413963,1754.688359,1864.85828,1915.389279,1872.659513,2032.499684,2090.65733,2122.322389,2250.780234,2328.672532,2644.479515,2668.52044,2807.160263,2910.005302,2764.616647,2847.327804,2760.290225,2690.751225,2623.322527,2778.752352,2788.176676,2793.649535,2776.998792,2844.580698,2832.135452,2659.441148,2792.340257,3093.334374,3175.5858,3225.068768,3137.562784,,
Non-Annex_I,Northern_Africa,DZA,Algeria,1854.444921,2396.28453,4243.429463,6013.951716,4691.23623,3871.556973,5229.723919,5744.467147,5967.086595,5099.35837,4902.342486,3627.497883,2850.6596,2786.555481,3391.099607,4690.060805,4270.407705,3814.289787,3605.180238,3826.740382,3158.90514,3197.996473,4446.686064,4248.088723,4038.919305,4199.983768,4062.929996,3542.17583,3243.368161,3164.855042,3157.463903,2832.274215,2713.334626,3056.545553,2899.889261,2974.574643,3104.53482,2943.683293,3053.041158,2788.795795,2839.934528,2769.894695,2808.378382,2833.673957,2952.669629,3034.601362,,
Non-Annex_I,Northern_Africa,EGY,Egypt,1224.534979,1177.917239,1125.472123,1146.277958,1370.700406,1377.296828,1474.904884,1319.156766,1266.271549,1163.206352,1009.875619,1019.654111,1059.148184,1130.499517,1222.517305,1296.551972,1380.477112,1474.204926,1539.03273,1652.377282,1752.391072,1858.03268,1954.596842,2053.521621,2081.811297,2099.903704,2110.186336,2073.199472,1919.385747,2014.332557,1962.960952,2025.315416,2139.555979,2227.832824,2280.885666,2523.470504,2618.705068,2658.314077,2744.725312,2706.438049,2609.542499,2688.256258,2743.039351,2608.317718,2599.099209,2530.655044,,
Non-Annex_I,Northern_Africa,ESH,Western Sahara,11.06152264,11.50668682,12.27082212,12.66692219,13.1770125,13.72963068,14.0610296,14.3965032,14.75505815,15.11761001,15.50632336,15.31718212,15.21352423,14.91654523,14.80207751,14.69296241,14.78721886,14.88438485,14.99112556,15.03909211,15.13782916,15.22648048,15.31680359,15.39745693,15.46744756,15.54903619,15.74416215,15.981166,16.19303818,16.42185323,16.70933069,17.14411878,17.49132321,17.94865208,18.54669718,18.83295283,19.0192015,19.18261871,19.34867249,19.49976964,19.61140422,19.6193141,19.61718748,19.47836965,19.37897132,19.36274929,,
Non-Annex_I,Northern_Africa,LBY,Libyan Arab Jamahiriya,5873.01036,3918.152579,2589.25144,2288.859527,1102.45229,1386.786735,1856.302011,1901.305926,1901.024309,2078.914892,2004.567813,1100.142894,1314.099549,967.8940586,741.0064003,584.5407962,1520.911098,1078.1534,1229.585299,1134.011397,1698.832598,1695.302453,1878.504961,2056.513857,2116.199011,2183.447836,2118.398218,1579.421639,1318.846064,1117.230805,1074.343835,982.2546219,956.9853672,1131.824849,1115.78528,1231.511154,1254.745656,1197.462314,1229.810599,1124.424438,1201.981818,693.2890973,1024.693213,811.7994835,637.2906625,593.5686436,,
Non-Annex_I,Northern_Africa,MAR,Morocco,415.4990406,424.5346915,413.3738142,415.4924246,410.7137963,414.7534314,413.8091566,410.7692006,429.8270581,427.041398,444.3415747,436.4406749,378.8905438,396.8541724,390.1376335,411.7552305,443.5284387,473.0108954,457.926684,474.287303,478.4566233,472.7268685,471.9176439,439.5677351,454.2961381,459.4861573,472.6718138,491.8532123,492.8914385,506.6693502,521.0080199,521.3563126,522.399994,532.2130561,557.400817,560.2532492,569.5235217,575.2028215,579.056467,582.8809086,598.0289716,620.1305391,626.0190698,640.1635227,643.2029473,648.5945566,,
Non-Annex_I,Northern_Africa,TUN,Tunisia,125.7416179,133.3236292,151.5746563,152.4494082,153.2125212,158.6504058,157.2513082,169.1984429,158.2867065,150.9110952,162.5838804,168.505541,175.6049846,176.5305071,186.3118597,199.5426082,210.348818,216.8631621,190.6276488,195.3866246,201.1903355,222.4438083,266.756135,288.4875055,284.3139678,278.0383596,289.3792112,293.0166198,303.7220066,311.6862576,307.5853608,312.9104967,313.0106112,307.7539327,314.4837285,324.1190759,339.1418608,338.448004,358.144693,364.0272152,362.9857241,366.4813105,367.4685652,360.6883803,361.3529797,347.1631778,,
Non-Annex_I,Western_Africa,BEN,Benin,62.62863717,63.92706361,67.09848921,70.72883042,70.43734562,74.31960799,76.31736228,77.96481836,80.13152291,82.04097561,86.0079087,88.92839045,91.46919109,94.78149109,97.41276592,101.0233816,96.42534838,97.85289156,100.1394606,101.3962591,107.1532442,110.7376743,113.5398155,115.6284913,123.7365352,119.2930224,125.5961219,127.8832194,129.9601776,137.1863777,139.889853,145.3345688,149.4035605,152.1864762,156.7740954,160.5582115,167.6808872,172.8966906,178.6746314,185.0999395,204.313076,211.357976,218.4146556,236.2241349,238.2419537,242.9951564,,
Non-Annex_I,Western_Africa,BFA,Burkina Faso,170.5489652,170.6750441,161.8628324,153.7042469,155.4633479,160.3652583,166.4824524,169.9289216,177.4138215,185.986911,193.1440098,202.4198086,209.3127076,215.9910971,224.5671238,249.8307518,256.0055227,262.6752955,270.7488718,278.1791101,289.7261396,301.1507264,309.4655501,316.3045114,320.856612,329.6303247,341.300832,351.8509313,347.4128545,347.0541044,345.9795103,370.7013639,379.6008127,469.4829816,490.8476942,507.8895108,521.0548766,535.3649333,555.3242968,568.9463212,587.9158357,605.6524734,621.2416002,634.3978201,651.4289986,667.8812538,,
Non-Annex_I,Western_Africa,CAF,Central African Republic,51.78533498,54.02571568,56.70340557,57.8173138,61.13479608,62.03619174,64.01190886,68.89507683,73.98788105,89.16828141,94.41358126,96.61630199,101.9929582,111.4386852,109.0596672,112.1720096,116.1856603,117.3897022,120.73999,125.3496118,129.907734,141.0885107,143.6105178,145.0217712,148.6880814,152.0998907,159.853515,165.587318,168.4832274,173.7197919,179.4261576,183.0452572,186.2339807,188.8034912,192.1695268,196.0444958,197.7103913,218.0292674,217.0394358,222.2649635,226.6662784,245.2701829,247.6780496,249.8846927,253.0105928,258.1949199,,
Non-Annex_I,Western_Africa,CIV,Cote d'Ivoire,116.3062689,118.7476459,122.6382077,126.7018853,131.6917207,139.7822344,145.3482513,151.4245193,157.3837904,163.3631946,164.1082765,168.4056831,176.1239899,182.6575308,189.5971617,196.1064868,204.2746242,209.4587825,216.5911784,223.6168367,231.2842307,240.218832,248.4886674,248.9775886,260.0600531,283.8552309,300.3164195,310.0756744,306.7742858,316.5340185,321.59051,334.1577932,362.2615122,338.4733217,364.3705287,378.7843902,391.206107,391.8040678,396.3317916,391.8790295,408.6103271,443.7347628,464.5991894,480.76685,492.4448712,492.2446525,,
Non-Annex_I,Western_Africa,CMR,Cameroon,190.0656679,200.9740182,198.6394461,200.1531721,207.5148711,219.2845544,230.1997549,243.9578287,255.703221,265.5124408,294.129384,303.7773933,297.3521214,649.7319024,658.540987,642.8749175,847.8438092,769.4257207,435.3894102,644.7595812,669.1100614,673.5900543,681.5815589,727.2370834,1536.132474,1456.646773,1314.122783,1228.522807,1166.733591,1119.745602,1049.033485,1022.488139,985.3791828,983.6007221,1011.404519,1036.033837,1039.84384,1038.479078,1028.561452,1036.672958,982.7630148,963.3557069,979.7130803,1034.019567,1076.002269,1196.671981,,
Non-Annex_I,Western_Africa,COD,Congo_the Democratic Republic of the,294.0001101,303.0176366,309.8766441,317.3530168,324.7214456,332.185838,342.242448,348.9123932,355.9917546,363.9170961,372.8749055,382.2509179,391.3880768,400.8923916,411.2774561,431.2668496,442.9922858,457.6479227,473.9605668,490.5175624,508.9444063,513.5718935,537.3761234,550.8971217,724.6399244,701.9626644,717.4423814,719.6890756,701.4329812,687.8498616,688.9413331,708.6121147,723.1344171,759.4695136,762.0686496,777.9401928,797.1706,829.8543016,848.9023919,863.8178835,884.2214993,912.7691536,1163.425289,1213.913143,1275.020391,1310.705664,,
Non-Annex_I,Western_Africa,COG,Congo,213.9407355,257.1610849,240.744855,1393.814089,2042.88809,1231.568705,1166.450805,326.1498897,165.0257815,147.9487857,216.1683937,248.9323652,293.2076302,307.9403138,315.8240516,316.4538783,323.5883212,325.222379,327.6769147,330.3537415,331.7321225,332.5661813,334.8149237,337.8442166,318.5148879,362.8727594,430.7836185,427.3842074,462.9193584,432.9135139,405.8705844,385.5250566,270.5279313,308.2863524,315.1292825,378.7580119,416.5103024,357.806248,353.7261117,384.7284464,403.2097498,352.2866979,345.6449061,409.613686,379.5292181,363.2875488,,
Non-Annex_I,Western_Africa,CPV,Cape Verde,2.636751879,2.607193868,2.689186595,2.597176266,2.523860288,2.497378201,2.552810551,2.597109833,2.669159325,2.74412658,2.843845201,2.970126449,3.154377482,2.984249923,3.038840505,3.242896852,3.502227911,3.78712059,4.206112375,4.474585102,4.75837782,4.985439979,5.528696577,5.709730475,5.554201209,5.993933636,5.738693348,6.081511309,6.475368478,6.668407885,6.77943394,6.965557277,7.149220311,7.202298336,8.088326525,8.234611334,8.304935413,8.51958909,8.560908834,8.861019368,9.022789901,8.597782256,8.748697964,9.455278538,9.604751433,9.927339705,,
Non-Annex_I,Western_Africa,GAB,Gabon,40.63337614,123.6335258,138.8974055,558.1909455,587.9959635,738.4934419,802.1019243,762.1302385,801.7329467,855.335751,817.2354813,813.8523855,787.6498875,689.6827092,894.5194119,1024.724441,698.0489957,599.0283284,600.666757,872.8653426,901.2052232,673.5964734,674.1956434,677.0538385,637.0195858,662.7465088,683.2218924,581.7694159,611.9686954,527.5044756,469.8646796,479.6848325,464.6435801,538.8106993,477.400911,446.9925027,382.115564,328.6790123,352.9866553,342.972671,341.8451281,302.3295202,294.3020148,299.1567856,318.4992863,334.4620587,,
Non-Annex_I,Western_Africa,GHA,Ghana,144.1010599,147.4770466,154.6592541,155.1136692,166.748057,168.7234957,169.5111362,180.1100367,180.8964022,179.7451104,182.4084692,189.8631804,185.6657624,186.9462572,199.8574248,206.7836184,212.6674085,220.7190227,222.9402897,234.4671373,232.3290843,250.9094572,253.5113949,260.8398753,269.2297991,277.576752,288.333392,298.0073687,307.605967,312.6787664,320.276782,328.2747708,334.5485435,341.1769992,351.8201461,357.6811394,369.382068,375.5294007,391.5298651,407.0387888,436.189446,500.8456206,481.0653339,546.5087216,595.5990033,625.6906132,,
Non-Annex_I,Western_Africa,GIN,Guinea,132.8741893,134.4869921,137.0139572,140.9669137,144.237452,147.977214,150.4919296,152.5432515,154.547044,156.5619279,158.8082548,160.9959237,163.7414256,166.6193563,169.6038662,165.6759261,155.2285957,165.4100794,174.7817234,183.1111469,195.7713392,196.0787298,198.0766281,207.5286788,230.1695472,234.6701982,239.910399,241.0198763,259.3133131,275.9250747,284.1623924,286.5659876,296.4381272,309.143187,320.9558867,334.4192456,349.697951,362.0279777,372.8206032,394.6456703,474.4698489,502.0738987,524.6435016,545.3013024,541.1346644,568.3172396,,
Non-Annex_I,Western_Africa,GMB,Gambia,18.65401621,19.16193104,18.58340159,17.96233677,18.87137479,19.26130765,19.58380409,19.67918684,20.01197325,19.11167698,20.21899658,21.59155143,21.75932159,19.74619128,18.97490044,19.95400828,20.99059511,21.81859519,22.91095488,22.72017076,23.30174122,24.21413342,24.13912466,23.8952882,24.76602796,25.37745041,25.86394866,25.67881971,26.37789309,27.8996292,28.46713535,28.36717001,28.6492944,32.12245027,33.69219647,34.88960156,36.0999828,36.80441403,40.16106876,45.81639783,47.94856877,41.46337151,43.56540321,45.83991881,48.38450379,49.58189095,,
Non-Annex_I,Western_Africa,GNB,Guinea-Bissau,23.6433091,23.94889997,24.6356867,25.45435034,28.62293378,33.82251,36.95711912,35.21613363,31.58901774,31.80137395,32.24343478,38.05669302,47.87138571,44.07496025,40.93760894,34.56375978,34.32203357,34.40686216,35.1883296,37.48383569,40.17142164,40.69026566,41.77647039,42.21016769,42.25737806,43.97550684,44.50542158,44.72897031,45.95280131,48.30776903,49.7601959,50.0918216,50.27328912,50.46835898,51.06940834,52.66069418,54.28194532,56.61771071,59.69464136,62.43824346,65.46234691,66.35569965,70.13911575,73.3329584,67.83980386,72.45190581,,
Non-Annex_I,Western_Africa,GNQ,Equatorial Guinea,3.565613923,3.598804998,3.448897351,3.271245991,3.115429593,3.005599925,2.901861471,2.834677033,2.796811421,2.807863705,2.894452953,3.046465764,3.256244647,3.473984316,3.676526284,3.882002622,4.059288511,4.21300213,4.357010947,4.525252179,4.92083032,5.077787059,5.178176337,5.318969652,177.4108385,174.2273659,171.9529602,211.6544693,232.136455,224.3015778,202.3122853,239.3173793,187.1361098,210.8808577,239.0696222,247.8228156,242.7391222,269.7939264,290.2218402,265.2055695,279.7090639,271.3077408,176.7239429,180.469269,174.1446782,158.3686783,,
Non-Annex_I,Western_Africa,LBR,Liberia,21.53228228,22.30059411,23.05896149,23.83520205,24.73264114,25.19813648,26.12186697,26.9371387,27.36590265,28.21954005,29.17440913,30.4570062,31.61794819,33.17720059,33.87503455,34.76395554,35.40798617,35.93108966,36.24405238,36.67626492,37.40397861,35.15175071,33.54017871,31.46470516,29.95496706,31.42889459,35.08090044,39.24973296,43.56415694,48.7136226,51.02005013,54.12132065,55.4512648,56.87262603,58.41050514,59.91950305,66.5050173,66.91550919,69.98118535,73.49838019,76.16981342,80.60101395,83.63848464,84.81291207,87.86228569,90.78614603,,
Non-Annex_I,Western_Africa,MLI,Mali,330.8968235,337.2800046,302.4914723,287.5050844,268.2489649,290.5121208,292.7529568,296.0594323,300.7881552,339.3533828,358.6829931,372.3877123,394.2596381,354.235966,319.4916902,301.5054763,311.4775238,312.4398837,334.9964505,342.3478534,355.4304807,360.8223477,359.9267282,366.9422429,375.8921244,389.3315615,401.4464628,410.7586246,425.3118197,442.2029659,460.9750112,490.8659756,513.881497,540.111418,551.4234217,583.9557965,584.5065386,615.2385677,649.7025123,677.5041265,726.8747085,745.7796545,771.0848789,799.8881721,822.9196014,858.62876,,
Non-Annex_I,Western_Africa,MRT,Mauritania,145.8183284,141.8705943,130.0581794,127.1977536,109.6798033,112.525186,118.3389869,123.2636221,125.8250688,129.1302715,132.6838625,141.4111257,145.5778037,132.211656,127.0395172,134.3568693,138.1629854,142.304211,148.0975465,154.7285553,163.0659626,168.213575,163.771854,167.2386333,163.5569259,164.2969295,174.3643902,187.1847307,196.3303502,213.2102589,221.2330332,231.1140786,239.0900729,245.611705,242.9340167,249.2718671,265.4003356,254.8185898,235.3980647,248.5014828,254.5702935,262.7984355,270.2202874,277.2537184,279.4973376,283.5876452,,
Non-Annex_I,Western_Africa,NER,Niger,319.924064,331.1786103,338.3383909,266.4104106,268.4359861,286.6272627,309.0901384,339.8712391,352.2080568,363.962696,377.4218425,394.2259456,411.7254976,432.1456166,332.2674468,296.5018583,301.8202458,312.4040496,322.8164533,335.4387736,353.1979345,368.1487927,382.4865337,401.185741,414.9283266,433.4666874,461.8269779,482.5721385,501.603728,526.7931221,508.3727783,530.7973518,551.9775432,574.3452114,598.8316546,620.2015513,642.3949767,666.2379919,691.1986035,715.6471031,734.4499196,728.0612879,761.6273775,801.3641868,835.3517174,871.3910928,,
Non-Annex_I,Western_Africa,NGA,Nigeria,5113.323749,7377.039042,9305.380405,10980.10488,13772.60428,10214.08889,11630.07879,9749.741023,9697.853907,14581.85313,12311.34647,9069.507333,7914.642098,7824.908526,8397.105536,8639.009909,8626.716844,7883.661437,9119.798855,9445.819975,9548.09502,9848.134263,10077.27997,10312.84262,10001.30389,10309.81449,11137.72741,9729.907601,8440.509927,7638.291984,7690.380675,7758.103354,6859.894795,7646.222784,7493.444517,7385.118852,7119.64511,6940.364037,6840.401219,6579.805928,6930.429075,7196.608191,7406.923527,7325.771574,7296.748821,7231.896672,,
Non-Annex_I,Western_Africa,SEN,Senegal,188.843515,191.5673427,180.8600579,174.6727951,180.3630766,184.8241873,187.1226356,187.5523784,195.6880047,192.6436962,182.5963157,186.6812094,189.7149959,181.9697195,185.4988698,196.3602711,206.632143,216.7117888,218.266289,223.7549466,226.3453041,232.3843464,237.6468966,244.8771976,250.2472468,254.0858041,262.1637723,267.9976438,269.7655939,286.9457935,282.66288,289.6178545,286.3075655,291.5360816,294.1767571,299.0408382,310.466717,322.7294041,337.148609,356.0557739,362.6486799,370.3259304,387.1981599,387.9714464,404.0144933,433.6328542,,
Non-Annex_I,Western_Africa,SHN,Saint Helena,0.107089101,0.111748575,0.114193377,0.106759243,0.10941801,0.11427632,0.117775693,0.119729084,0.127066075,0.13171319,0.132267802,0.131268901,0.135653382,0.135657051,0.123271212,0.123565946,0.123436028,0.126983541,0.129580287,0.129903044,0.128508319,0.118533106,0.117603969,0.117455889,0.101714689,0.100777491,0.100359645,0.099343688,0.098511997,0.098355877,0.103591822,0.100236835,0.100285706,0.099597291,0.104083111,0.104105762,0.070364609,0.073733894,0.080335972,0.07978958,0.080210494,0.080179378,0.079357229,0.084564653,0.084276417,0.083498577,,
Non-Annex_I,Western_Africa,SLE,Sierra Leone,83.78167123,87.93593141,87.04985707,87.48042946,89.91928166,91.31619154,93.92484876,95.17945087,96.96674719,93.87660198,95.26416591,94.28576859,94.74467944,90.75085995,84.65766015,87.15217088,87.41118008,89.45737713,92.5497176,94.00729556,100.9500174,98.71934654,96.61315713,98.83192922,93.84922213,89.56114584,91.28274834,92.88394745,92.18120493,89.36023452,88.43000108,99.46907899,110.4839992,114.9017821,126.0523548,137.9585479,151.3658469,128.6080796,136.2041558,144.1115458,151.6334895,162.4282657,174.8692588,173.8389972,174.0651714,163.7203971,,
Non-Annex_I,Western_Africa,STP,Sao Tome and Principe,0.887000338,0.939662437,0.932572427,0.958217749,0.960761569,0.988853247,1.0311856,1.050254893,1.074982517,1.098798418,1.126638573,1.162521861,1.187917172,1.217104103,1.245949589,1.276187176,1.307254714,1.340193665,1.372557671,1.40688746,1.534146758,1.583730586,1.611506115,1.647191485,1.663255504,1.717317223,1.782808114,1.832802498,1.894617544,2.027997956,2.092941309,2.227614504,2.296379182,2.372492148,2.428054918,2.505555295,2.713297408,2.566005258,2.758672682,2.807499766,2.815310477,2.925185131,2.992330012,2.979849657,3.108271789,3.189730443,,
Non-Annex_I,Western_Africa,TCD,Chad,240.6022698,245.8915154,261.929737,239.6256397,200.4487061,206.7831695,213.8395689,226.7750938,239.0600927,245.5528284,249.9703207,254.2776975,259.085554,258.6099865,218.937335,220.6790139,231.1163328,242.7138322,255.509382,268.2915453,284.3375422,291.5672577,296.3321544,300.0509621,303.9076397,315.1619309,320.6083816,350.5977991,357.8599756,370.0598833,377.4341364,391.9557589,405.8468831,427.4458936,436.7006036,452.1256255,464.3541365,489.5561666,496.943827,508.8320177,526.5761245,543.9197344,561.7527867,582.3819485,626.8674346,607.5493045,,
Non-Annex_I,Western_Africa,TGO,Togo,48.69635998,48.25763678,48.91629027,48.35979729,49.44915077,51.33740974,52.19423508,53.39340555,54.63090121,54.99786393,53.82423515,55.1088456,60.1804476,58.53134173,61.29238836,63.14946979,66.20140229,68.82189561,75.77139205,75.35820763,79.4376272,79.54443919,76.91826529,80.99117198,86.77955983,85.7155489,95.55010092,100.061482,106.892992,112.5323557,114.9974787,117.7011066,120.858443,123.4215328,126.4002816,131.3474764,134.0570514,137.3473799,140.9700007,149.5454499,153.581227,156.886176,174.0021736,178.6243434,182.4132632,187.3347078,,
Non-Annex_I,Eastern_Africa,BDI,Burundi,57.67413987,57.95043898,60.29440363,62.0199991,62.79879268,64.57149666,65.2019515,66.27769458,67.24305067,68.93363396,63.14712088,58.31232955,59.35173918,60.46674674,62.50667297,61.85003307,67.36014216,67.84840497,69.66677881,71.29530088,77.94960187,79.81889444,80.89414,81.9742506,78.82713046,82.62513973,86.3127657,88.96096186,81.97327262,78.69972643,90.87707596,94.42660879,94.05989127,96.14122111,99.7579256,102.6926229,108.6175533,112.8871765,117.4629204,125.0811628,132.855118,122.7018256,120.4388244,130.5752879,131.8150524,134.1855749,,
